lifestyle_key,Diet_Type,Smoking_Alcohol,Physical_Activity_Level
35761,non-veg,no,sedentary
35762,balanced,occasional,moderate
35763,balanced,occasional,sedentary
35764,non-veg,yes,moderate
35765,balanced,yes,moderate
35766,veg,yes,sedentary
35767,veg,yes,active
35768,balanced,no,sedentary
35769,veg,no,moderate
35770,veg,no,moderate
35771,non-veg,yes,active
35772,veg,no,sedentary
35773,balanced,yes,sedentary
35774,non-veg,yes,sedentary
35775,veg,no,active
35776,non-veg,occasional,active
35777,balanced,occasional,moderate
35778,balanced,no,moderate
35779,veg,no,active
35780,non-veg,yes,sedentary
35781,non-veg,no,moderate
35782,balanced,yes,moderate
35783,balanced,occasional,moderate
35784,balanced,occasional,moderate
35785,veg,no,sedentary
35786,non-veg,no,active
35787,balanced,no,active
35788,balanced,no,sedentary
35789,non-veg,occasional,sedentary
35790,veg,occasional,moderate
35791,balanced,occasional,moderate
35792,balanced,yes,active
35793,veg,occasional,moderate
35794,non-veg,occasional,active
35795,balanced,no,sedentary
35796,non-veg,no,moderate
35797,veg,no,sedentary
35798,balanced,no,active
35799,veg,yes,active
35800,non-veg,yes,sedentary
35801,non-veg,no,active
35802,non-veg,no,moderate
35803,veg,occasional,sedentary
35804,veg,no,sedentary
35805,non-veg,yes,moderate
35806,balanced,occasional,active
35807,veg,no,moderate
35808,balanced,occasional,active
35809,non-veg,no,sedentary
35810,non-veg,occasional,moderate
35811,veg,yes,active
35812,veg,no,sedentary
35813,balanced,occasional,active
35814,veg,no,sedentary
35815,veg,yes,sedentary
35816,veg,no,active
35817,balanced,no,moderate
35818,non-veg,occasional,active
35819,non-veg,occasional,active
35820,balanced,no,sedentary
35821,non-veg,no,sedentary
35822,non-veg,occasional,moderate
35823,balanced,occasional,moderate
35824,veg,yes,moderate
35825,non-veg,occasional,sedentary
35826,veg,yes,moderate
35827,non-veg,no,sedentary
35828,balanced,occasional,active
35829,balanced,no,moderate
35830,veg,yes,active
35831,non-veg,occasional,active
35832,veg,occasional,sedentary
35833,balanced,no,active
35834,non-veg,yes,active
35835,non-veg,occasional,sedentary
35836,balanced,occasional,moderate
35837,non-veg,occasional,moderate
35838,veg,no,moderate
35839,balanced,occasional,moderate
35840,non-veg,no,moderate
35841,non-veg,yes,moderate
35842,balanced,yes,moderate
35843,non-veg,no,active
35844,veg,no,active
35845,veg,no,active
35846,veg,occasional,active
35847,non-veg,no,moderate
35848,non-veg,occasional,active
35849,non-veg,yes,active
35850,non-veg,occasional,moderate
35851,non-veg,occasional,active
35852,veg,yes,moderate
35853,balanced,yes,moderate
35854,balanced,occasional,sedentary
35855,veg,occasional,moderate
35856,balanced,no,moderate
35857,balanced,no,sedentary
35858,balanced,occasional,moderate
35859,non-veg,yes,moderate
35860,balanced,yes,active
35861,balanced,no,active
35862,veg,occasional,sedentary
35863,non-veg,yes,sedentary
35864,veg,no,sedentary
35865,balanced,occasional,active
35866,non-veg,occasional,active
35867,non-veg,no,sedentary
35868,non-veg,no,sedentary
35869,balanced,occasional,active
35870,veg,yes,active
35871,balanced,no,sedentary
35872,veg,no,active
35873,non-veg,yes,moderate
35874,balanced,yes,moderate
35875,balanced,yes,sedentary
35876,non-veg,no,sedentary
35877,veg,no,sedentary
35878,veg,occasional,moderate
35879,balanced,yes,moderate
35880,veg,yes,moderate
35881,non-veg,no,moderate
35882,non-veg,yes,active
35883,non-veg,no,moderate
35884,balanced,no,moderate
35885,veg,no,moderate
35886,veg,no,active
35887,veg,no,active
35888,balanced,yes,active
35889,non-veg,occasional,active
35890,non-veg,occasional,sedentary
35891,non-veg,occasional,active
35892,balanced,yes,sedentary
35893,balanced,yes,moderate
35894,balanced,no,moderate
35895,non-veg,occasional,sedentary
35896,non-veg,yes,sedentary
35897,non-veg,no,moderate
35898,balanced,no,active
35899,veg,occasional,sedentary
35900,veg,no,moderate
35901,veg,no,active
35902,non-veg,occasional,moderate
35903,balanced,occasional,active
35904,veg,occasional,sedentary
35905,veg,yes,moderate
35906,balanced,no,sedentary
35907,veg,yes,moderate
35908,non-veg,yes,sedentary
35909,balanced,no,active
35910,balanced,no,active
35911,non-veg,occasional,sedentary
35912,veg,no,moderate
35913,veg,occasional,sedentary
35914,balanced,no,moderate
35915,non-veg,yes,sedentary
35916,balanced,no,moderate
35917,veg,occasional,sedentary
35918,non-veg,yes,sedentary
35919,non-veg,yes,moderate
35920,veg,yes,active
35921,veg,no,sedentary
35922,non-veg,occasional,active
35923,non-veg,no,moderate
35924,non-veg,yes,active
35925,non-veg,yes,sedentary
35926,non-veg,no,active
35927,non-veg,yes,sedentary
35928,balanced,no,sedentary
35929,non-veg,yes,sedentary
35930,non-veg,no,sedentary
35931,veg,yes,moderate
35932,non-veg,occasional,active
35933,veg,occasional,moderate
35934,non-veg,no,moderate
35935,veg,no,active
35936,non-veg,no,moderate
35937,non-veg,occasional,sedentary
35938,veg,yes,sedentary
35939,veg,no,moderate
35940,non-veg,no,sedentary
35941,balanced,no,active
35942,veg,no,moderate
35943,veg,occasional,moderate
35944,veg,occasional,sedentary
35945,veg,occasional,active
35946,balanced,yes,sedentary
35947,non-veg,occasional,sedentary
35948,balanced,occasional,sedentary
35949,balanced,yes,sedentary
35950,veg,occasional,active
35951,non-veg,occasional,moderate
35952,balanced,yes,sedentary
35953,balanced,yes,active
35954,non-veg,occasional,sedentary
35955,non-veg,occasional,moderate
35956,veg,yes,sedentary
35957,non-veg,yes,active
35958,veg,yes,moderate
35959,balanced,yes,active
35960,balanced,yes,sedentary
35961,non-veg,no,sedentary
35962,balanced,no,moderate
35963,veg,no,sedentary
35964,veg,yes,sedentary
35965,non-veg,occasional,sedentary
35966,non-veg,no,sedentary
35967,veg,occasional,sedentary
35968,balanced,yes,moderate
35969,non-veg,no,moderate
35970,balanced,yes,sedentary
35971,balanced,no,moderate
35972,balanced,no,active
35973,non-veg,no,active
35974,veg,no,moderate
35975,non-veg,no,active
35976,non-veg,occasional,active
35977,veg,yes,moderate
35978,balanced,yes,sedentary
35979,veg,occasional,sedentary
35980,balanced,no,sedentary
35981,veg,no,sedentary
35982,non-veg,no,active
35983,veg,no,sedentary
35984,balanced,occasional,moderate
35985,balanced,no,active
35986,balanced,occasional,active
35987,non-veg,yes,sedentary
35988,balanced,occasional,moderate
35989,veg,occasional,active
35990,non-veg,no,moderate
35991,non-veg,occasional,active
35992,veg,occasional,moderate
35993,balanced,occasional,moderate
35994,balanced,no,moderate
35995,veg,occasional,active
35996,veg,occasional,moderate
35997,veg,yes,sedentary
35998,balanced,yes,active
35999,balanced,occasional,active
36000,non-veg,yes,active
36001,veg,occasional,moderate
36002,non-veg,yes,active
36003,non-veg,no,moderate
36004,veg,yes,moderate
36005,balanced,yes,moderate
36006,non-veg,occasional,sedentary
36007,balanced,yes,moderate
36008,balanced,yes,moderate
36009,balanced,no,sedentary
36010,balanced,no,sedentary
36011,non-veg,yes,moderate
36012,veg,occasional,sedentary
36013,balanced,no,active
36014,veg,no,active
36015,veg,no,sedentary
36016,balanced,no,sedentary
36017,veg,yes,active
36018,balanced,no,moderate
36019,veg,yes,sedentary
36020,balanced,yes,sedentary
36021,balanced,no,moderate
36022,balanced,occasional,moderate
36023,veg,occasional,active
36024,non-veg,occasional,moderate
36025,balanced,no,sedentary
36026,balanced,yes,sedentary
36027,balanced,occasional,active
36028,non-veg,yes,moderate
36029,non-veg,yes,active
36030,non-veg,yes,sedentary
36031,balanced,no,moderate
36032,balanced,occasional,sedentary
36033,non-veg,occasional,sedentary
36034,balanced,no,sedentary
36035,non-veg,no,sedentary
36036,veg,occasional,active
36037,veg,no,sedentary
36038,veg,no,active
36039,veg,occasional,moderate
36040,non-veg,yes,active
36041,balanced,occasional,sedentary
36042,non-veg,occasional,sedentary
36043,veg,yes,sedentary
36044,balanced,occasional,sedentary
36045,veg,no,sedentary
36046,balanced,occasional,moderate
36047,balanced,no,moderate
36048,veg,no,sedentary
36049,balanced,occasional,active
36050,balanced,occasional,sedentary
36051,non-veg,no,sedentary
36052,veg,occasional,sedentary
36053,balanced,no,sedentary
36054,balanced,yes,sedentary
36055,non-veg,no,sedentary
36056,balanced,no,active
36057,veg,no,active
36058,balanced,occasional,active
36059,veg,occasional,moderate
36060,non-veg,occasional,moderate
36061,balanced,occasional,sedentary
36062,balanced,yes,moderate
36063,balanced,no,moderate
36064,balanced,yes,active
36065,non-veg,no,sedentary
36066,veg,no,active
36067,veg,occasional,active
36068,non-veg,no,moderate
36069,non-veg,no,moderate
36070,veg,yes,sedentary
36071,non-veg,yes,active
36072,balanced,yes,moderate
36073,veg,yes,sedentary
36074,non-veg,occasional,sedentary
36075,non-veg,yes,active
36076,balanced,yes,moderate
36077,veg,no,sedentary
36078,veg,occasional,active
36079,non-veg,occasional,moderate
36080,balanced,occasional,sedentary
36081,balanced,no,active
36082,balanced,occasional,sedentary
36083,veg,occasional,moderate
36084,non-veg,occasional,moderate
36085,veg,no,moderate
36086,balanced,yes,sedentary
36087,veg,yes,sedentary
36088,veg,occasional,active
36089,non-veg,no,sedentary
36090,balanced,yes,active
36091,balanced,occasional,moderate
36092,non-veg,yes,moderate
36093,balanced,no,moderate
36094,veg,no,moderate
36095,veg,yes,sedentary
36096,veg,occasional,active
36097,balanced,no,moderate
36098,balanced,yes,sedentary
36099,veg,occasional,sedentary
36100,balanced,no,active
36101,veg,yes,moderate
36102,balanced,occasional,active
36103,balanced,yes,active
36104,non-veg,yes,moderate
36105,veg,no,active
36106,non-veg,no,active
36107,balanced,occasional,moderate
36108,non-veg,yes,moderate
36109,veg,yes,active
36110,balanced,occasional,sedentary
36111,balanced,yes,sedentary
36112,balanced,occasional,active
36113,balanced,no,moderate
36114,non-veg,no,sedentary
36115,non-veg,no,moderate
36116,balanced,yes,sedentary
36117,non-veg,no,active
36118,balanced,no,sedentary
36119,non-veg,no,moderate
36120,non-veg,no,moderate
36121,veg,yes,moderate
36122,non-veg,occasional,sedentary
36123,veg,yes,active
36124,balanced,no,active
36125,balanced,occasional,moderate
36126,veg,no,moderate
36127,non-veg,yes,sedentary
36128,balanced,no,sedentary
36129,balanced,occasional,sedentary
36130,non-veg,yes,active
36131,non-veg,yes,sedentary
36132,non-veg,no,sedentary
36133,balanced,occasional,moderate
36134,balanced,no,sedentary
36135,veg,occasional,active
36136,non-veg,occasional,moderate
36137,balanced,occasional,sedentary
36138,veg,occasional,moderate
36139,non-veg,yes,moderate
36140,veg,yes,sedentary
36141,balanced,yes,moderate
36142,balanced,yes,sedentary
36143,non-veg,yes,sedentary
36144,non-veg,occasional,active
36145,non-veg,no,sedentary
36146,non-veg,occasional,sedentary
36147,veg,yes,sedentary
36148,balanced,no,sedentary
36149,veg,no,moderate
36150,balanced,yes,sedentary
36151,non-veg,no,sedentary
36152,balanced,no,active
36153,non-veg,occasional,moderate
36154,non-veg,occasional,active
36155,non-veg,no,active
36156,veg,occasional,moderate
36157,non-veg,no,moderate
36158,balanced,yes,sedentary
36159,non-veg,no,moderate
36160,non-veg,no,moderate
36161,non-veg,no,moderate
36162,veg,yes,moderate
36163,non-veg,no,sedentary
36164,balanced,yes,sedentary
36165,balanced,occasional,moderate
36166,balanced,no,sedentary
36167,balanced,no,sedentary
36168,non-veg,no,moderate
36169,non-veg,yes,moderate
36170,non-veg,yes,moderate
36171,balanced,yes,active
36172,veg,occasional,sedentary
36173,veg,occasional,active
36174,veg,occasional,sedentary
36175,veg,no,sedentary
36176,non-veg,occasional,active
36177,non-veg,yes,moderate
36178,non-veg,yes,active
36179,veg,occasional,active
36180,balanced,occasional,moderate
36181,non-veg,no,active
36182,veg,yes,moderate
36183,veg,occasional,sedentary
36184,balanced,no,active
36185,veg,yes,active
36186,non-veg,occasional,sedentary
36187,non-veg,no,moderate
36188,veg,no,moderate
36189,balanced,no,moderate
36190,veg,no,active
36191,balanced,yes,active
36192,non-veg,occasional,sedentary
36193,balanced,yes,moderate
36194,non-veg,yes,active
36195,veg,no,sedentary
36196,non-veg,no,sedentary
36197,non-veg,no,active
36198,veg,no,sedentary
36199,balanced,yes,active
36200,veg,occasional,moderate
36201,non-veg,occasional,active
36202,non-veg,yes,sedentary
36203,balanced,yes,moderate
36204,balanced,no,sedentary
36205,veg,yes,sedentary
36206,veg,no,sedentary
36207,non-veg,occasional,moderate
36208,balanced,occasional,sedentary
36209,balanced,occasional,active
36210,veg,no,moderate
36211,balanced,no,moderate
36212,balanced,yes,moderate
36213,balanced,occasional,active
36214,non-veg,no,sedentary
36215,veg,no,sedentary
36216,non-veg,yes,moderate
36217,veg,yes,active
36218,non-veg,yes,moderate
36219,balanced,no,sedentary
36220,balanced,no,sedentary
36221,non-veg,occasional,sedentary
36222,veg,occasional,active
36223,balanced,no,sedentary
36224,balanced,occasional,active
36225,balanced,yes,moderate
36226,non-veg,occasional,sedentary
36227,non-veg,yes,sedentary
36228,non-veg,yes,moderate
36229,non-veg,occasional,active
36230,balanced,yes,sedentary
36231,veg,occasional,active
36232,balanced,no,moderate
36233,non-veg,occasional,sedentary
36234,veg,no,active
36235,non-veg,occasional,moderate
36236,veg,no,moderate
36237,non-veg,yes,sedentary
36238,balanced,occasional,sedentary
36239,veg,occasional,active
36240,balanced,no,active
36241,balanced,no,sedentary
36242,non-veg,no,moderate
36243,veg,yes,active
36244,balanced,yes,sedentary
36245,balanced,no,active
36246,balanced,occasional,moderate
36247,non-veg,yes,active
36248,veg,occasional,sedentary
36249,balanced,no,active
36250,veg,occasional,sedentary
36251,veg,no,moderate
36252,balanced,yes,moderate
36253,non-veg,no,active
36254,veg,no,moderate
36255,non-veg,occasional,moderate
36256,non-veg,occasional,sedentary
36257,non-veg,yes,sedentary
36258,non-veg,no,moderate
36259,balanced,occasional,sedentary
36260,non-veg,yes,sedentary
36261,non-veg,occasional,moderate
36262,non-veg,no,moderate
36263,veg,no,active
36264,non-veg,no,active
36265,non-veg,yes,sedentary
36266,veg,no,active
36267,balanced,occasional,active
36268,balanced,occasional,active
36269,non-veg,occasional,active
36270,non-veg,occasional,sedentary
36271,balanced,yes,sedentary
36272,non-veg,no,moderate
36273,balanced,occasional,moderate
36274,balanced,no,sedentary
36275,veg,occasional,sedentary
36276,veg,yes,sedentary
36277,balanced,no,moderate
36278,veg,occasional,moderate
36279,veg,no,active
36280,veg,yes,sedentary
36281,balanced,yes,sedentary
36282,non-veg,yes,sedentary
36283,non-veg,no,sedentary
36284,non-veg,occasional,sedentary
36285,balanced,occasional,active
36286,veg,no,moderate
36287,non-veg,no,sedentary
36288,veg,occasional,moderate
36289,veg,yes,active
36290,non-veg,no,moderate
36291,non-veg,occasional,moderate
36292,veg,no,sedentary
36293,non-veg,yes,active
36294,balanced,occasional,moderate
36295,balanced,occasional,moderate
36296,balanced,no,active
36297,non-veg,yes,moderate
36298,balanced,occasional,moderate
36299,balanced,occasional,moderate
36300,non-veg,no,active
36301,veg,no,sedentary
36302,balanced,no,moderate
36303,balanced,yes,moderate
36304,non-veg,occasional,sedentary
36305,non-veg,occasional,sedentary
36306,veg,yes,moderate
36307,veg,yes,sedentary
36308,non-veg,yes,moderate
36309,balanced,no,moderate
36310,balanced,yes,moderate
36311,veg,yes,sedentary
36312,non-veg,yes,sedentary
36313,balanced,no,moderate
36314,balanced,yes,sedentary
36315,balanced,yes,sedentary
36316,balanced,yes,moderate
36317,balanced,no,active
36318,veg,occasional,sedentary
36319,veg,yes,active
36320,non-veg,occasional,sedentary
36321,non-veg,occasional,moderate
36322,non-veg,yes,active
36323,non-veg,occasional,sedentary
36324,balanced,no,active
36325,non-veg,occasional,moderate
36326,balanced,no,moderate
36327,veg,no,active
36328,non-veg,occasional,moderate
36329,non-veg,yes,active
36330,veg,no,sedentary
36331,balanced,occasional,active
36332,veg,occasional,sedentary
36333,balanced,occasional,sedentary
36334,veg,yes,active
36335,balanced,occasional,active
36336,non-veg,no,moderate
36337,balanced,no,active
36338,veg,no,sedentary
36339,balanced,yes,moderate
36340,balanced,occasional,sedentary
36341,veg,yes,moderate
36342,balanced,yes,active
36343,non-veg,occasional,moderate
36344,balanced,occasional,sedentary
36345,veg,occasional,active
36346,veg,yes,sedentary
36347,veg,no,sedentary
36348,balanced,yes,moderate
36349,veg,occasional,active
36350,non-veg,occasional,moderate
36351,balanced,yes,sedentary
36352,veg,no,moderate
36353,balanced,no,sedentary
36354,veg,no,sedentary
36355,veg,occasional,active
36356,non-veg,yes,moderate
36357,non-veg,occasional,moderate
36358,veg,occasional,moderate
36359,balanced,occasional,active
36360,non-veg,yes,sedentary
36361,non-veg,occasional,sedentary
36362,veg,no,active
36363,non-veg,yes,active
36364,balanced,occasional,moderate
36365,veg,no,moderate
36366,veg,no,active
36367,veg,occasional,sedentary
